Date,#whiplash,#birdman,#boyhood,#americansniper,#selma
2015-02-22 17:15:15,16,29,20,17,5
2015-02-22 17:15:20,15,29,20,17,7
2015-02-22 17:15:25,15,29,20,17,7
2015-02-22 17:15:30,15,29,20,17,7
2015-02-22 17:15:35,15,29,20,17,7
2015-02-22 17:15:40,15,29,21,17,7
2015-02-22 17:15:45,15,29,21,17,7
2015-02-22 17:15:50,15,29,21,17,7
2015-02-22 17:15:55,15,30,22,17,7
2015-02-22 17:16:00,15,30,22,16,7
2015-02-22 17:16:05,15,29,22,16,7
2015-02-22 17:16:10,15,29,22,16,7
2015-02-22 17:16:15,15,29,23,16,7
2015-02-22 17:16:20,15,29,23,16,7
2015-02-22 17:16:25,15,29,23,16,7
2015-02-22 17:16:30,15,30,22,15,8
2015-02-22 17:16:35,15,29,21,15,8
2015-02-22 17:16:40,15,28,21,15,8
2015-02-22 17:16:45,14,28,21,15,8
2015-02-22 17:16:50,14,28,21,15,8
2015-02-22 17:16:55,14,28,21,15,8
2015-02-22 17:17:00,15,27,21,15,8
2015-02-22 17:17:05,15,28,22,16,8
2015-02-22 17:17:10,15,28,22,16,8
2015-02-22 17:17:15,15,28,22,16,8
2015-02-22 17:17:20,15,28,22,15,7
2015-02-22 17:17:25,15,28,22,15,7
2015-02-22 17:17:30,15,26,19,14,7
2015-02-22 17:17:35,15,26,18,14,7
2015-02-22 17:17:40,14,26,18,14,7
2015-02-22 17:17:45,14,26,18,13,7
2015-02-22 17:17:50,14,26,18,13,7
2015-02-22 17:17:55,13,26,18,13,7
2015-02-22 17:18:00,13,26,17,13,7
2015-02-22 17:18:05,13,27,17,12,7
2015-02-22 17:18:10,13,25,17,11,6
2015-02-22 17:18:15,13,25,17,11,6
2015-02-22 17:18:20,13,25,17,11,6
2015-02-22 17:18:25,13,26,18,12,7
2015-02-22 17:18:30,13,26,18,12,7
2015-02-22 17:18:35,13,26,18,12,7
2015-02-22 17:18:40,13,26,18,12,7
2015-02-22 17:18:45,13,27,19,12,7
2015-02-22 17:18:50,13,26,19,12,7
2015-02-22 17:18:55,13,25,18,12,7
2015-02-22 17:19:00,13,25,18,12,7
2015-02-22 17:19:05,13,26,17,12,7
2015-02-22 17:19:10,13,26,17,12,7
2015-02-22 17:19:15,13,26,17,12,7
2015-02-22 17:19:20,13,26,17,12,7
2015-02-22 17:19:25,13,25,16,12,6
2015-02-22 17:19:30,13,25,16,12,6
2015-02-22 17:19:35,13,25,16,12,6
2015-02-22 17:19:40,13,24,16,11,6
2015-02-22 17:19:45,13,24,16,13,6
2015-02-22 17:19:50,13,25,16,13,6
2015-02-22 17:19:55,13,24,16,13,6
2015-02-22 17:20:00,13,24,16,13,6
2015-02-22 17:20:05,14,24,15,14,5
2015-02-22 17:20:10,14,24,15,14,5
2015-02-22 17:20:15,14,24,15,14,5
2015-02-22 17:20:20,13,24,14,13,5
2015-02-22 17:20:25,13,23,14,13,6
2015-02-22 17:20:30,13,23,14,13,6
2015-02-22 17:20:35,13,23,14,13,6
2015-02-22 17:20:40,13,23,14,13,6
2015-02-22 17:20:45,14,22,14,14,6
2015-02-22 17:20:50,11,22,14,14,6
2015-02-22 17:20:55,11,22,14,14,6
2015-02-22 17:21:00,11,22,14,14,6
2015-02-22 17:21:05,11,22,14,14,6
2015-02-22 17:21:10,10,22,14,14,6
2015-02-22 17:21:15,10,22,14,14,6
2015-02-22 17:21:20,10,22,14,14,7
2015-02-22 17:21:25,11,22,14,14,7
2015-02-22 17:21:30,11,22,14,13,7
2015-02-22 17:21:35,11,22,14,13,7
2015-02-22 17:21:40,11,22,14,13,7
2015-02-22 17:21:45,11,22,14,13,7
2015-02-22 17:21:50,11,21,13,12,7
2015-02-22 17:21:55,11,21,13,12,7
2015-02-22 17:22:00,11,21,13,12,7
2015-02-22 17:22:05,11,21,13,13,8
2015-02-22 17:22:10,11,21,13,13,8
2015-02-22 17:22:15,11,20,14,12,8
2015-02-22 17:22:20,11,20,16,12,8
2015-02-22 17:22:25,11,20,16,12,8
2015-02-22 17:22:30,11,21,16,12,8
2015-02-22 17:22:35,11,21,16,12,8
2015-02-22 17:22:40,11,21,16,13,9
2015-02-22 17:22:45,11,21,16,13,9
2015-02-22 17:22:50,10,20,16,12,9
2015-02-22 17:22:55,9,20,16,12,9
2015-02-22 17:23:00,9,20,16,12,9
2015-02-22 17:23:05,9,20,16,12,9
2015-02-22 17:23:10,8,19,15,12,9
2015-02-22 17:23:15,8,20,15,12,9
2015-02-22 17:23:20,8,20,15,12,9
2015-02-22 17:23:25,8,21,15,12,9
2015-02-22 17:23:30,8,21,15,12,9
2015-02-22 17:23:35,8,21,14,12,9
2015-02-22 17:23:40,8,21,14,11,9
2015-02-22 17:23:45,8,21,14,11,9
2015-02-22 17:23:50,8,21,14,11,9
2015-02-22 17:23:55,8,20,13,11,9
2015-02-22 17:24:00,9,20,12,11,9
2015-02-22 17:24:05,9,20,12,11,9
2015-02-22 17:24:10,9,20,12,11,9
2015-02-22 17:24:15,10,20,12,11,9
2015-02-22 17:24:20,10,20,12,11,9
2015-02-22 17:24:25,9,19,12,11,9
2015-02-22 17:24:30,9,19,12,11,9
2015-02-22 17:24:35,9,19,12,11,9
2015-02-22 17:24:40,9,19,13,11,9
2015-02-22 17:24:45,10,19,14,11,9
2015-02-22 17:24:50,11,19,14,11,9
2015-02-22 17:24:55,11,19,14,11,9
2015-02-22 17:25:00,11,19,14,11,9
2015-02-22 17:25:05,11,18,14,11,9
2015-02-22 17:25:10,10,16,14,10,9
2015-02-22 17:25:15,11,18,16,11,9
2015-02-22 17:25:20,11,18,16,11,7
2015-02-22 17:25:25,11,18,16,12,7
2015-02-22 17:25:30,12,18,16,12,7
2015-02-22 17:25:35,12,18,16,12,7
2015-02-22 17:25:40,12,18,15,12,7
2015-02-22 17:25:45,12,18,15,12,7
2015-02-22 17:25:50,12,18,15,12,7
2015-02-22 17:25:55,12,17,14,12,7
2015-02-22 17:26:00,12,17,14,12,7
2015-02-22 17:26:05,12,17,14,12,7
2015-02-22 17:26:10,12,17,14,12,7
2015-02-22 17:26:15,12,17,13,12,7
2015-02-22 17:26:20,12,17,13,12,7
2015-02-22 17:26:25,12,17,13,12,7
2015-02-22 17:26:30,12,16,13,12,6
2015-02-22 17:26:35,12,16,13,12,6
2015-02-22 17:26:40,12,16,13,12,6
2015-02-22 17:26:45,12,16,13,13,6
2015-02-22 17:26:50,12,16,13,13,6
2015-02-22 17:26:55,12,16,13,13,6
2015-02-22 17:27:00,11,16,13,13,6
2015-02-22 17:27:05,12,15,12,12,6
2015-02-22 17:27:10,12,15,13,12,6
2015-02-22 17:27:15,12,15,14,12,6
2015-02-22 17:27:20,13,14,14,13,7
2015-02-22 17:27:25,13,14,14,13,7
2015-02-22 17:27:30,13,14,14,14,7
2015-02-22 17:27:35,13,15,14,14,7
2015-02-22 17:27:40,13,15,14,15,7
2015-02-22 17:27:45,13,15,14,15,6
2015-02-22 17:27:50,13,15,14,16,6
2015-02-22 17:27:55,13,15,14,16,6
2015-02-22 17:28:00,13,15,14,16,6
2015-02-22 17:28:05,13,15,14,17,6
2015-02-22 17:28:10,13,16,15,17,6
2015-02-22 17:28:15,13,16,15,17,6
2015-02-22 17:28:20,13,16,15,18,6
2015-02-22 17:28:25,13,15,14,17,5
2015-02-22 17:28:30,13,15,14,17,5
2015-02-22 17:28:35,13,15,14,17,5
2015-02-22 17:28:40,13,15,14,17,5
2015-02-22 17:28:45,13,14,14,17,5
2015-02-22 17:28:50,13,14,14,17,5
2015-02-22 17:28:55,13,15,15,17,5
2015-02-22 17:29:00,13,15,16,17,5
2015-02-22 17:29:05,14,15,16,18,5
2015-02-22 17:29:10,14,18,18,18,5
2015-02-22 17:29:15,14,19,19,18,5
2015-02-22 17:29:20,14,20,19,18,5
2015-02-22 17:29:25,14,20,19,18,5
2015-02-22 17:29:30,14,20,20,18,5
2015-02-22 17:29:35,14,20,20,18,5
2015-02-22 17:29:40,14,20,20,18,5
2015-02-22 17:29:45,14,20,20,16,5
2015-02-22 17:29:50,14,20,20,16,5
2015-02-22 17:29:55,14,20,20,16,5
2015-02-22 17:30:00,14,19,19,15,5
2015-02-22 17:30:05,13,20,20,14,5
2015-02-22 17:30:10,13,20,20,14,5
2015-02-22 17:30:15,14,21,20,14,5
2015-02-22 17:30:20,14,22,21,13,5
2015-02-22 17:30:25,14,22,21,13,4
2015-02-22 17:30:30,14,22,21,13,4
2015-02-22 17:30:35,13,22,21,13,4
2015-02-22 17:30:40,14,22,21,13,4
2015-02-22 17:30:45,14,22,21,12,4
2015-02-22 17:30:50,14,22,21,12,4
2015-02-22 17:30:55,14,22,21,12,4
2015-02-22 17:31:00,14,23,21,12,4
2015-02-22 17:31:05,14,23,21,12,4
2015-02-22 17:31:10,14,23,21,12,4
2015-02-22 17:31:15,14,25,24,12,4
2015-02-22 17:31:20,14,25,24,12,3
2015-02-22 17:31:25,13,24,24,12,3
2015-02-22 17:31:30,13,24,24,12,3
2015-02-22 17:31:35,13,25,24,12,3
2015-02-22 17:31:40,13,25,24,12,3
2015-02-22 17:31:45,13,25,24,12,3
2015-02-22 17:31:50,13,25,24,12,3
2015-02-22 17:31:55,14,25,24,12,3
2015-02-22 17:32:00,14,25,25,12,3
2015-02-22 17:32:05,14,26,25,11,2
2015-02-22 17:32:10,14,27,26,11,2
2015-02-22 17:32:15,14,28,26,11,2
2015-02-22 17:32:20,14,28,24,11,2
2015-02-22 17:32:25,14,28,24,11,2
2015-02-22 17:32:30,14,27,24,11,2
2015-02-22 17:32:35,15,27,24,11,2
2015-02-22 17:32:40,15,27,24,10,1
2015-02-22 17:32:45,15,28,24,10,1
2015-02-22 17:32:50,16,29,25,10,2
2015-02-22 17:32:55,16,29,25,10,2
2015-02-22 17:33:00,16,29,25,10,2
2015-02-22 17:33:05,16,31,25,10,2
2015-02-22 17:33:10,16,34,28,10,2
2015-02-22 17:33:15,16,36,29,10,2
2015-02-22 17:33:20,16,37,30,10,2
2015-02-22 17:33:25,16,36,30,10,2
2015-02-22 17:33:30,16,36,30,10,2
2015-02-22 17:33:35,16,35,30,10,2
2015-02-22 17:33:40,16,36,31,10,2
2015-02-22 17:33:45,16,37,31,10,2
2015-02-22 17:33:50,16,37,31,10,2
2015-02-22 17:33:55,16,38,30,10,2
2015-02-22 17:34:00,15,38,30,10,2
2015-02-22 17:34:05,15,38,30,11,2
2015-02-22 17:34:10,15,38,30,12,2
2015-02-22 17:34:15,14,38,30,12,2
2015-02-22 17:34:20,14,39,30,12,2
2015-02-22 17:34:25,14,39,32,12,2
2015-02-22 17:34:30,14,39,32,12,2
2015-02-22 17:34:35,14,39,32,12,2
2015-02-22 17:34:40,14,39,31,13,2
2015-02-22 17:34:45,13,39,30,13,2
2015-02-22 17:34:50,12,39,30,13,2
2015-02-22 17:34:55,12,39,30,13,2
2015-02-22 17:35:00,13,39,30,13,2
2015-02-22 17:35:05,13,39,30,13,2
2015-02-22 17:35:10,13,39,30,13,2
2015-02-22 17:35:15,12,37,29,12,2
2015-02-22 17:35:20,13,38,28,12,2
2015-02-22 17:35:25,14,39,28,12,2
2015-02-22 17:35:30,13,40,30,12,2
2015-02-22 17:35:35,13,41,31,12,2
2015-02-22 17:35:40,13,41,31,12,2
2015-02-22 17:35:45,13,41,31,12,2
2015-02-22 17:35:50,13,41,31,12,2
2015-02-22 17:35:55,13,41,31,13,2
2015-02-22 17:36:00,13,42,31,13,2
2015-02-22 17:36:05,13,42,31,13,2
2015-02-22 17:36:10,14,42,31,13,2
2015-02-22 17:36:15,14,42,33,13,2
2015-02-22 17:36:20,14,43,33,13,2
2015-02-22 17:36:25,14,43,33,13,2
2015-02-22 17:36:30,14,43,33,14,2
2015-02-22 17:36:35,14,43,33,14,2
2015-02-22 17:36:40,14,43,33,14,2
2015-02-22 17:36:45,14,43,33,15,2
2015-02-22 17:36:50,14,43,34,15,2
2015-02-22 17:36:55,14,43,34,16,2
2015-02-22 17:37:00,14,43,34,16,2
2015-02-22 17:37:05,13,44,35,16,2
2015-02-22 17:37:10,13,44,34,16,2
2015-02-22 17:37:15,13,44,33,16,2
2015-02-22 17:37:20,12,44,33,15,1
2015-02-22 17:37:25,12,45,34,15,1
2015-02-22 17:37:30,12,45,34,14,1
2015-02-22 17:37:35,12,45,35,14,1
2015-02-22 17:37:40,12,46,36,13,1
2015-02-22 17:37:45,12,46,36,13,1
2015-02-22 17:37:50,12,46,36,12,1
2015-02-22 17:37:55,12,46,36,12,1
2015-02-22 17:38:00,13,47,37,12,1
2015-02-22 17:38:05,13,46,37,11,1
2015-02-22 17:38:10,13,45,36,11,1
2015-02-22 17:38:15,13,45,36,11,1
2015-02-22 17:38:20,13,45,36,10,1
2015-02-22 17:38:25,14,45,36,10,1
2015-02-22 17:38:30,14,45,36,11,1
2015-02-22 17:38:35,14,45,36,11,1
2015-02-22 17:38:40,14,45,36,11,1
2015-02-22 17:38:45,14,45,35,11,1
2015-02-22 17:38:50,14,45,35,11,1
2015-02-22 17:38:55,14,44,34,11,1
2015-02-22 17:39:00,14,44,33,11,1
2015-02-22 17:39:05,13,43,33,10,1
2015-02-22 17:39:10,13,40,31,10,1
2015-02-22 17:39:15,13,40,30,10,1
2015-02-22 17:39:20,14,39,30,10,1
2015-02-22 17:39:25,14,39,31,10,2
2015-02-22 17:39:30,14,40,30,10,3
2015-02-22 17:39:35,14,41,32,10,3
2015-02-22 17:39:40,14,41,32,10,3
2015-02-22 17:39:45,14,41,32,10,3
2015-02-22 17:39:50,14,40,32,10,3
2015-02-22 17:39:55,14,40,32,10,3
2015-02-22 17:40:00,14,40,32,10,3
2015-02-22 17:40:05,14,39,33,10,3
2015-02-22 17:40:10,14,39,33,10,3
2015-02-22 17:40:15,13,38,33,10,3
2015-02-22 17:40:20,13,37,32,10,3
2015-02-22 17:40:25,13,37,32,10,3
2015-02-22 17:40:30,13,37,32,10,3
2015-02-22 17:40:35,13,37,32,10,3
2015-02-22 17:40:40,12,38,33,10,3
2015-02-22 17:40:45,11,38,33,10,3
2015-02-22 17:40:50,11,38,33,10,3
2015-02-22 17:40:55,11,39,33,10,3
2015-02-22 17:41:00,11,38,33,10,3
2015-02-22 17:41:05,11,38,33,10,3
2015-02-22 17:41:10,11,38,33,10,3
2015-02-22 17:41:15,11,36,30,10,3
2015-02-22 17:41:20,11,36,30,10,3
2015-02-22 17:41:25,11,36,30,10,3
2015-02-22 17:41:30,11,36,30,10,3
2015-02-22 17:41:35,11,35,30,10,3
2015-02-22 17:41:40,11,35,30,10,3
2015-02-22 17:41:45,11,35,30,11,3
2015-02-22 17:41:50,11,35,30,11,3
2015-02-22 17:41:55,10,35,30,11,3
2015-02-22 17:42:00,10,35,29,11,4
2015-02-22 17:42:05,10,34,29,11,4
2015-02-22 17:42:10,10,33,28,12,4
2015-02-22 17:42:15,10,32,27,12,4
2015-02-22 17:42:20,10,32,27,12,4
2015-02-22 17:42:25,10,32,27,12,4
2015-02-22 17:42:30,10,33,28,12,4
2015-02-22 17:42:35,9,33,28,12,4
2015-02-22 17:42:40,9,33,28,12,4
2015-02-22 17:42:45,9,32,28,12,4
2015-02-22 17:42:50,8,31,27,12,3
2015-02-22 17:42:55,8,31,27,12,3
2015-02-22 17:43:00,8,31,27,12,3
2015-02-22 17:43:05,8,29,27,12,3
2015-02-22 17:43:10,8,26,24,12,3
2015-02-22 17:43:15,9,24,23,12,3
2015-02-22 17:43:20,10,23,22,12,3
2015-02-22 17:43:25,10,24,22,12,3
2015-02-22 17:43:30,10,24,22,12,3
2015-02-22 17:43:35,10,24,22,12,3
2015-02-22 17:43:40,10,23,21,12,3
2015-02-22 17:43:45,10,22,21,12,3
2015-02-22 17:43:50,10,22,21,13,3
2015-02-22 17:43:55,10,21,21,13,3
2015-02-22 17:44:00,9,21,21,13,3
2015-02-22 17:44:05,9,21,21,12,3
2015-02-22 17:44:10,9,21,21,11,3
2015-02-22 17:44:15,9,21,21,11,3
2015-02-22 17:44:20,9,20,21,11,3
2015-02-22 17:44:25,9,20,19,11,3
2015-02-22 17:44:30,10,20,20,11,3
2015-02-22 17:44:35,10,20,20,11,3
2015-02-22 17:44:40,10,21,20,10,3
2015-02-22 17:44:45,10,23,20,10,4
2015-02-22 17:44:50,10,23,20,10,4
2015-02-22 17:44:55,10,23,20,10,4
2015-02-22 17:45:00,9,23,20,10,4
2015-02-22 17:45:05,9,24,20,10,4
2015-02-22 17:45:10,9,24,20,11,4
2015-02-22 17:45:15,9,25,19,11,4
2015-02-22 17:45:20,8,24,19,11,4
2015-02-22 17:45:25,7,24,19,10,5
2015-02-22 17:45:30,7,23,17,10,5
2015-02-22 17:45:35,7,22,16,10,5
2015-02-22 17:45:40,7,22,16,10,5
2015-02-22 17:45:45,7,22,16,10,5
2015-02-22 17:45:50,7,22,16,10,5
2015-02-22 17:45:55,7,22,16,9,5
2015-02-22 17:46:00,7,21,16,9,5
2015-02-22 17:46:05,8,21,16,10,5
2015-02-22 17:46:10,7,22,16,10,5
2015-02-22 17:46:15,7,22,14,10,5
2015-02-22 17:46:20,7,21,14,10,6
2015-02-22 17:46:25,7,21,14,11,7
2015-02-22 17:46:30,7,21,14,10,7
2015-02-22 17:46:35,7,21,14,10,7
2015-02-22 17:46:40,7,21,14,10,7
2015-02-22 17:46:45,7,21,14,8,7
2015-02-22 17:46:50,7,21,14,9,8
2015-02-22 17:46:55,7,21,14,8,8
2015-02-22 17:47:00,7,21,14,8,8
2015-02-22 17:47:05,7,21,14,8,8
2015-02-22 17:47:10,7,22,14,8,8
2015-02-22 17:47:15,7,22,14,8,8
2015-02-22 17:47:20,7,23,14,8,8
2015-02-22 17:47:25,7,22,13,8,8
2015-02-22 17:47:30,7,23,13,8,8
2015-02-22 17:47:35,8,22,12,8,8
2015-02-22 17:47:40,8,22,12,8,8
2015-02-22 17:47:45,8,22,12,8,8
2015-02-22 17:47:50,8,22,12,9,8
2015-02-22 17:47:55,8,23,13,9,8
2015-02-22 17:48:00,7,22,12,9,8
2015-02-22 17:48:05,7,22,12,9,8
2015-02-22 17:48:10,7,22,12,9,8
2015-02-22 17:48:15,7,22,12,9,10
2015-02-22 17:48:20,8,22,12,9,10
2015-02-22 17:48:25,7,22,12,9,10
2015-02-22 17:48:30,7,22,13,8,10
2015-02-22 17:48:35,7,25,13,8,10
2015-02-22 17:48:40,7,26,13,8,10
2015-02-22 17:48:45,7,26,13,8,10
2015-02-22 17:48:50,7,26,13,8,10
2015-02-22 17:48:55,7,26,13,8,10
2015-02-22 17:49:00,7,26,13,8,10
2015-02-22 17:49:05,7,26,13,8,10
2015-02-22 17:49:10,7,26,13,8,10
2015-02-22 17:49:15,8,25,13,8,10
2015-02-22 17:49:20,7,25,13,8,10
2015-02-22 17:49:25,7,26,12,8,9
2015-02-22 17:49:30,7,26,13,8,8
2015-02-22 17:49:35,7,25,11,8,8
2015-02-22 17:49:40,7,25,11,8,8
2015-02-22 17:49:45,7,25,11,8,8
2015-02-22 17:49:50,7,25,11,8,8
2015-02-22 17:49:55,7,25,11,8,8
2015-02-22 17:50:00,7,25,11,8,8
2015-02-22 17:50:05,7,25,10,8,8
2015-02-22 17:50:10,7,25,10,8,8
2015-02-22 17:50:15,7,26,10,8,8
2015-02-22 17:50:20,7,26,10,8,8
2015-02-22 17:50:25,7,26,10,8,8
2015-02-22 17:50:30,7,26,10,9,8
2015-02-22 17:50:35,7,26,10,9,8
2015-02-22 17:50:40,7,25,9,9,8
2015-02-22 17:50:45,7,25,9,9,8
2015-02-22 17:50:50,7,25,9,9,8
2015-02-22 17:50:55,7,25,9,9,8
2015-02-22 17:51:00,7,25,9,9,8
2015-02-22 17:51:05,7,25,9,9,8
2015-02-22 17:51:10,7,25,9,10,8
2015-02-22 17:51:15,7,24,9,11,8
2015-02-22 17:51:20,7,25,9,11,8
2015-02-22 17:51:25,7,25,9,11,8
2015-02-22 17:51:30,7,25,9,11,8
2015-02-22 17:51:35,7,25,9,11,8
2015-02-22 17:51:40,7,25,9,12,8
2015-02-22 17:51:45,7,25,9,11,8
2015-02-22 17:51:50,7,25,9,11,8
2015-02-22 17:51:55,7,25,9,11,8
2015-02-22 17:52:00,7,25,9,11,7
2015-02-22 17:52:05,8,26,10,11,7
2015-02-22 17:52:10,8,26,10,10,7
2015-02-22 17:52:15,8,27,11,10,7
2015-02-22 17:52:20,8,27,11,11,7
2015-02-22 17:52:25,8,27,11,11,7
2015-02-22 17:52:30,8,26,10,11,7
2015-02-22 17:52:35,8,27,10,11,7
2015-02-22 17:52:40,8,27,10,11,7
2015-02-22 17:52:45,8,27,10,11,7
2015-02-22 17:52:50,8,27,10,12,7
2015-02-22 17:52:55,8,27,10,13,7
2015-02-22 17:53:00,8,27,10,13,7
2015-02-22 17:53:05,8,27,11,13,7
2015-02-22 17:53:10,8,27,11,13,7
2015-02-22 17:53:15,7,26,11,13,7
2015-02-22 17:53:20,6,26,11,13,10
2015-02-22 17:53:25,6,25,12,13,10
2015-02-22 17:53:30,6,25,12,13,10
2015-02-22 17:53:35,6,25,12,13,10
2015-02-22 17:53:40,7,25,13,13,10
2015-02-22 17:53:45,7,25,13,13,10
2015-02-22 17:53:50,7,26,13,12,10
2015-02-22 17:53:55,7,27,13,12,10
2015-02-22 17:54:00,7,27,13,12,10
2015-02-22 17:54:05,7,27,13,12,10
2015-02-22 17:54:10,7,28,13,12,10
2015-02-22 17:54:15,8,29,16,13,10
2015-02-22 17:54:20,8,29,16,13,10
2015-02-22 17:54:25,9,30,17,13,10
2015-02-22 17:54:30,8,30,16,13,10
2015-02-22 17:54:35,8,30,16,13,10
2015-02-22 17:54:40,8,29,16,13,10
2015-02-22 17:54:45,8,27,16,13,9
2015-02-22 17:54:50,8,28,16,13,9
2015-02-22 17:54:55,8,28,16,13,9
2015-02-22 17:55:00,8,28,16,13,9
2015-02-22 17:55:05,8,27,16,13,9
2015-02-22 17:55:10,9,27,17,12,9
2015-02-22 17:55:15,9,26,17,12,9
2015-02-22 17:55:20,9,26,17,12,9
2015-02-22 17:55:25,9,26,17,12,8
2015-02-22 17:55:30,9,26,17,12,8
2015-02-22 17:55:35,9,26,17,12,8
2015-02-22 17:55:40,9,26,17,12,8
2015-02-22 17:55:45,9,26,17,12,8
2015-02-22 17:55:50,9,27,18,12,9
2015-02-22 17:55:55,9,27,19,12,9
2015-02-22 17:56:00,9,27,20,13,9
2015-02-22 17:56:05,8,28,21,12,9
2015-02-22 17:56:10,8,27,21,12,9
2015-02-22 17:56:15,8,27,21,12,9
2015-02-22 17:56:20,8,27,21,12,8
2015-02-22 17:56:25,9,28,21,11,7
2015-02-22 17:56:30,9,28,21,11,7
2015-02-22 17:56:35,9,28,21,11,7
2015-02-22 17:56:40,9,28,21,11,7
2015-02-22 17:56:45,9,28,21,11,7
2015-02-22 17:56:50,9,28,20,10,6
2015-02-22 17:56:55,9,28,20,10,6
2015-02-22 17:57:00,9,28,20,10,6
2015-02-22 17:57:05,9,27,19,10,6
2015-02-22 17:57:10,9,28,19,10,6
2015-02-22 17:57:15,9,29,21,10,6
2015-02-22 17:57:20,9,28,21,10,6
2015-02-22 17:57:25,9,28,23,11,6
2015-02-22 17:57:30,9,27,23,11,6
2015-02-22 17:57:35,8,27,24,11,6
2015-02-22 17:57:40,8,26,23,11,6
2015-02-22 17:57:45,8,26,23,11,6
2015-02-22 17:57:50,8,26,23,10,6
2015-02-22 17:57:55,8,25,22,10,6
2015-02-22 17:58:00,9,25,23,11,6
2015-02-22 17:58:05,9,26,25,11,6
2015-02-22 17:58:10,9,26,25,11,6
2015-02-22 17:58:15,9,26,25,11,4
2015-02-22 17:58:20,8,26,25,11,4
2015-02-22 17:58:25,8,26,25,11,4
2015-02-22 17:58:30,8,26,24,11,4
2015-02-22 17:58:35,8,24,24,11,4
2015-02-22 17:58:40,8,23,24,11,4
2015-02-22 17:58:45,8,23,24,11,4
2015-02-22 17:58:50,8,24,24,11,4
2015-02-22 17:58:55,8,25,25,11,4
2015-02-22 17:59:00,8,25,25,11,4
2015-02-22 17:59:05,8,26,25,11,4
2015-02-22 17:59:10,8,26,26,12,4
2015-02-22 17:59:15,7,26,26,12,4
2015-02-22 17:59:20,7,26,26,12,4
2015-02-22 17:59:25,7,25,26,12,4
2015-02-22 17:59:30,7,24,25,12,4
2015-02-22 17:59:35,7,24,25,12,4
2015-02-22 17:59:40,7,24,25,12,4
2015-02-22 17:59:45,7,24,25,12,4
2015-02-22 17:59:50,7,24,25,12,4
2015-02-22 17:59:55,7,24,25,12,4
2015-02-22 18:00:00,7,24,25,12,5
2015-02-22 18:00:05,7,24,25,12,5
2015-02-22 18:00:10,7,24,25,12,5
2015-02-22 18:00:15,7,24,25,12,5
2015-02-22 18:00:20,7,25,25,12,5
2015-02-22 18:00:25,7,25,25,13,5
2015-02-22 18:00:30,7,25,25,12,5
2015-02-22 18:00:35,7,25,25,12,5
2015-02-22 18:00:40,7,25,25,12,5
2015-02-22 18:00:45,7,28,26,12,6
2015-02-22 18:00:50,7,28,26,12,6
2015-02-22 18:00:55,7,28,27,12,6
2015-02-22 18:01:00,7,28,27,12,6
2015-02-22 18:01:05,7,28,27,12,6
2015-02-22 18:01:10,7,29,28,11,7
2015-02-22 18:01:15,7,30,28,11,7
2015-02-22 18:01:20,7,29,28,12,7
2015-02-22 18:01:25,7,29,28,12,7
2015-02-22 18:01:30,7,29,28,12,7
2015-02-22 18:01:35,7,29,28,12,7
2015-02-22 18:01:40,7,30,28,11,7
2015-02-22 18:01:45,7,31,29,11,8
2015-02-22 18:01:50,7,31,30,11,9
2015-02-22 18:01:55,8,32,31,11,10
2015-02-22 18:02:00,9,32,31,11,10
2015-02-22 18:02:05,8,33,31,11,10
2015-02-22 18:02:10,8,34,32,12,10
2015-02-22 18:02:15,8,33,31,12,10
2015-02-22 18:02:20,8,34,31,11,10
2015-02-22 18:02:25,8,34,31,11,10
2015-02-22 18:02:30,8,35,32,11,10
2015-02-22 18:02:35,8,34,35,11,10
2015-02-22 18:02:40,9,34,36,11,10
2015-02-22 18:02:45,9,34,36,11,10
2015-02-22 18:02:50,9,34,37,10,10
2015-02-22 18:02:55,9,34,37,9,10
2015-02-22 18:03:00,9,34,38,9,10
2015-02-22 18:03:05,9,34,37,9,10
2015-02-22 18:03:10,9,34,38,10,10
2015-02-22 18:03:15,9,34,39,11,10
2015-02-22 18:03:20,10,35,41,11,7
2015-02-22 18:03:25,10,35,40,11,7
2015-02-22 18:03:30,10,35,40,11,7
2015-02-22 18:03:35,10,35,40,11,7
2015-02-22 18:03:40,9,35,39,11,7
2015-02-22 18:03:45,9,35,39,11,7
2015-02-22 18:03:50,9,34,39,11,7
2015-02-22 18:03:55,9,33,39,11,7
2015-02-22 18:04:00,9,33,39,11,7
2015-02-22 18:04:05,9,34,39,11,7
2015-02-22 18:04:10,10,33,39,11,8
2015-02-22 18:04:15,9,32,36,10,8
2015-02-22 18:04:20,9,32,36,10,8
2015-02-22 18:04:25,8,32,35,10,8
2015-02-22 18:04:30,8,32,35,10,8
2015-02-22 18:04:35,8,32,35,10,8
2015-02-22 18:04:40,8,32,35,11,8
2015-02-22 18:04:45,8,32,36,12,8
2015-02-22 18:04:50,8,31,36,12,8
2015-02-22 18:04:55,9,32,37,12,8
2015-02-22 18:05:00,9,32,37,12,8
2015-02-22 18:05:05,9,32,37,12,8
2015-02-22 18:05:10,8,32,36,12,8
2015-02-22 18:05:15,8,33,36,12,8
2015-02-22 18:05:20,8,33,36,12,8
2015-02-22 18:05:25,8,34,37,12,9
2015-02-22 18:05:30,8,34,37,12,9
2015-02-22 18:05:35,8,34,37,12,9
2015-02-22 18:05:40,8,34,37,12,9
2015-02-22 18:05:45,8,34,37,13,9
